Продукт,Белки,Жиры,Углеводы,Калорийность
Клетчатка Агросельпром из отрубей ржи,11.0,3.0,56.8,284
Клетчатка Агросельпром из семян льна,34.0,14.0,9.0,298
Клетчатка Агросельпром из ядер тыквенных семечек,27.0,10.0,19.0,274
Клетчатка мелкая,16.0,3.8,23.5,186
Клетчатка Сибирская,0.5,0.5,4.0,40
Кожура мандарина,0.8,0.2,12.0,52
Кокосовая манна Nutiva органическая,3.3,30.0,10.0,334
Кокосовая стружка,13.0,65.0,14.0,693
Кокосовая стружка Националь,5.0,64.0,15.0,660
Кокосовая стружка низкой жирности,10.5,48.6,27.0,587
Концентрат соуса карри S&B Golden Curry,6.1,28.0,51.1,483
Коньячная эссенция,0.0,0.0,0.0,
Кориандр,1.5,0.0,5.0,25
Кориандр молотый,12.3,17.7,13.1,298
Корица,3.9,3.2,79.8,261
Краситель пищевой,0.0,0.0,0.0,
Крахмал картофельный,0.1,0.0,79.6,300
Крахмал кукурузный,1.0,0.6,85.2,329
Крахмал тапиоковый,0.0,0.0,88.0,360
Крем Zero сливочный Coco Jamboo с добавлением кокосовой стружки,1.8,19.0,5.8,202
Крем Zero сливочный Toffee Jamboo со вкусом карамели,2.0,17.3,8.2,196
Крем для торта Dr.Oetker шоколадный,15.9,28.6,34.0,457
Крем суфле Егорьевская ФКГ Постный с грибами,5.0,42.0,3.5,412
Крем-мёд натуральный,0.8,0.0,80.3,328
Ксилит,0.0,0.0,97.9,367
Куркума,12.7,13.8,58.2,325
Куркума (корень),12.7,13.8,58.2,325
Кэроб,4.6,0.7,49.0,222
Кэроб обжаренный Royal Forest,4.0,1.0,40.0,222
Кэроб перуанский Royal Forest,4.0,0.0,48.0,380
Лавровый лист,7.6,8.4,48.7,313
Лецитин,6.0,97.0,4.0,913
Лимонная кислота,0.0,0.0,0.0,
Лотос (корень),2.6,0.1,12.3,74
Лукума Royal Forest,3.0,1.4,66.7,329
Луми,0.9,0.1,3.0,30
Любисток (корень),3.7,0.4,7.6,20
Майонез Calve классический,0.8,50.0,5.0,470
Майонез Calve Легкий,0.8,25.0,6.5,254
Майонез Calve Экстра Легкий,1.0,8.0,10.0,110
Майонез Диетический,1.4,20.0,4.4,204
Майонез Домашний (готовый),5.3,58.7,4.5,568
Майонез Европейский,1.4,72.0,2.6,665
Майонез Ласка Постный,0.0,56.0,4.3,521
Майонез Лёгкий,0.3,30.0,5.2,299
Майонез Любительский,3.1,47.0,3.0,449
Майонез Махеевъ Провансаль,0.6,40.0,1.8,369
Майонез Махеевъ Провансаль с лимонным соком,0.5,67.0,2.1,613
Майонез Махеевъ с перепелиным яйцом,0.5,50.5,1.3,462
Майонез Махеевъ Салатный,0.6,25.0,1.9,235
Майонез на соевом молоке,8.7,30.0,1.7,311
Майонез Провансаль,3.1,67.0,2.6,624
Майонез Слобода Зеленая Дача с маслом авокадо,0.4,67.0,2.1,613
Майонез Слобода на перепелиных яйцах,0.0,67.0,2.2,616
Майонез Слобода Оливковый,3.0,67.0,2.8,627
Майонез Слобода Постный,0.0,56.0,2.9,520
Майонез Слобода Провансаль,3.0,67.0,2.8,627
Майонез Слобода с лимонным соком,0.4,67.0,4.5,623
Майонез Слобода Сметанный,0.4,67.0,2.1,613
Майонез столовый молочный,2.4,67.0,3.9,627
Майонез японский,4.3,10.2,5.8,134
Майоран,12.7,7.0,60.6,271
Мальтоза (солодовый сахар),0.0,0.0,95.3,362
Масала,15.0,15.0,45.0,379
Мёд,0.8,0.0,81.5,329
Мёд акациевый,0.8,0.0,71.0,288
Мёд вересковый,0.8,0.0,81.5,329
Мёд гречишный,0.5,0.0,76.8,309
Мёд дягилевый,0.2,0.0,82.0,329
Мёд искусственный,0.0,0.0,77.0,308
Мёд липовый,0.6,0.0,79.7,323
Мёд майский,0.3,0.0,82.4,331
Мёд монофлорный,0.8,0.0,80.3,324
Мёд падевый,0.8,0.0,80.3,324
Мёд подсолнечный,1.0,0.0,79.0,320
Мёд рапсовый,0.8,0.0,81.5,329
Мёд цветочный,0.3,0.0,80.1,322
Миндальный экстракт,0.1,0.1,0.1,
Миньонет,10.9,3.2,38.0,255
Мускатный орех,20.0,50.0,7.0,556
Мускатный орех молотый,20.0,50.0,7.0,555
Мускатный цвет (мацис),6.7,32.3,30.3,475
Мята свежая,3.7,0.4,8.0,49
Мята сушеная,19.9,6.0,22.2,285
Мятная эссенция,0.0,0.0,0.0,
Набор для глинтвейна Глинтмейстер Красная жара,7.0,9.0,63.0,310
Окара,3.9,1.8,14.0,87
Орегано сушеный,11.0,10.3,21.6,306
Паприка Santa Maria копченая,15.0,17.0,13.0,349
Паприка Росагропром красная сладкая молотая,15.3,0.0,45.4,250
Паприка сушеная,14.1,12.8,34.0,358
Паста карри жёлтая Aroy-D,4.0,4.7,19.2,136
Паста карри красная Aroy-D,4.4,6.4,9.0,118
Паста соевая,8.3,20.2,21.7,301
Паста соевая БиС,9.0,20.0,12.0,264
Паста соевая БиС со вкусом грибов,9.0,20.0,12.0,264
Паста Том Ям Aroy-D,6.0,15.6,31.7,294
Патока,0.0,0.3,78.3,296
Патока кукурузная,0.0,0.3,78.3,316
Патэ Егорьевская ФКГ из гречки с грибами,6.0,17.0,8.0,209
Патэ Егорьевская ФКГ из фасоли,6.5,18.0,10.5,230
Пекмез можжевеловый,0.8,0.2,57.6,259
Пекмез рожкового дерева,3.2,0.5,59.0,263
Пекмез финиковый,1.1,0.5,57.0,271
Пекмез шелковицы,1.0,0.5,61.0,294
Пектин,0.0,0.0,89.6,336
Перец анчо сушеный,11.9,8.2,29.8,281
Перец белый,10.4,2.1,42.4,296
Перец белый молотый,10.4,2.1,42.4,296
Перец водяной (горец перечный),0.1,0.1,0.1,1
Перец длинный чёрный,10.9,3.2,38.3,255
Перец душистый,6.1,8.7,50.5,263
Перец зелёный горошек,2.0,0.2,7.9,40
Перец кайенский,0.7,0.2,9.8,43
Перец красный молотый,0.7,0.3,4.6,21
Перец пепперони,1.4,0.6,5.9,30
Перец пири-пири,2.0,0.2,9.5,40
Перец розовый горошек,0.1,0.0,0.1,10
Перец серрано,1.7,0.4,3.0,32
Перец хабанеро,2.0,0.2,9.5,40
Перец халапеньо,1.4,0.6,5.9,30
Перец чёрный горошек,14.7,3.0,41.6,252
Перец чёрный молотый,10.4,3.3,38.7,251
Перец чили,2.0,0.2,9.5,40
Перец чили Росагропром красный молотый,13.8,14.0,50.0,282
Перец чипотле,11.9,8.2,29.8,281
"Перец японский (сычуанский, китайский)",10.4,2.1,42.4,296
Петрушка сушеная,22.4,4.4,21.2,276
Посыпка кондитерская,4.6,10.2,73.9,395
Приправа Gallina Blanca 15 овощей,9.5,2.5,31.5,187
Приправа Gallina Blanca 15 трав и специй,11.7,1.7,29.0,178
Приправа Gallina Blanca Универсальная,7.8,0.7,12.8,89
Приправа Kamis для Варки пельменей,10.1,3.4,19.8,177
Приправа Kamis к Блюдам из картофеля,9.3,3.6,19.8,182
Приправа Kamis к Мясу,9.9,6.6,18.8,213
Приправа Kamis к Узбекскому плову,8.5,5.5,22.0,190
Приправа Kamis Карри,12.0,10.0,26.0,280
Приправа Kamis Лимонная к рыбе,4.1,0.9,46.6,221
Приправа Kamis Прованские травы,15.5,6.5,20.9,204
Приправа Kamis Томаты базилик и чеснок,14.0,1.0,54.0,310
Приправа Kamis Травы Сицилии,15.0,3.0,36.0,280
Приправа Kamis Хмели-сунели,15.4,9.6,16.2,218
Приправа Knorr Ароматная для борща,8.5,7.0,36.0,241
Приправа Knorr Ароматная для мяса,6.0,2.0,25.5,144
Приправа Knorr Ароматная для рыбы,5.5,4.0,59.0,294
Приправа Knorr Ароматная Классика овощей,8.0,1.5,23.0,138
Приправа Knorr Бульон говяжий Душа обеда,6.6,4.6,3.9,83
Приправа Knorr Бульон куриный Душа обеда,6.6,6.5,4.6,103
Приправа Knorr Секрет сациви,6.0,6.5,55.0,307
Приправа Kotanyi для салата Цезарь,3.7,2.7,69.0,327
Приправа Kotanyi Итальянские травы,10.0,8.4,46.6,339
Приправа Kotanyi Кавказские травы,17.2,4.4,27.1,253
Приправа Maggi Cупер весенняя зелень,0.8,2.6,11.9,75
Приправа Maggi Букет приправ для курицы,6.2,2.2,23.9,144
"Приправа Maggi Букет приправ с зеленью, специями и овощами",1.3,1.4,29.0,138
Приправа Maggi Говяжий бульон на косточке,3.8,9.8,28.1,218
Приправа Maggi Дары природы,4.7,8.8,32.8,231
Приправа Maggi Душистый пучок,1.2,5.4,14.2,111
Приправа Maggi Зажарка из лука и моркови,3.8,11.5,36.9,267
Приправа Maggi Зажарка со сладким перцем,5.0,10.7,31.3,242
Приправа Maggi Заправка для борща,1.6,0.8,18.0,93
Приправа Maggi Заправка Для кислых щей,2.0,2.2,19.5,106
Приправа Maggi Куриный бульон,0.3,2.1,9.6,59
Приправа Maggi Куриный бульон Золотой,0.8,9.9,22.7,186
Приправа Maggi Куриный бульон с овощами и зеленью,1.2,9.7,25.5,194
Приправа Maggi На второе для гречки по-купечески,7.2,5.1,53.0,301
Приправа Maggi На второе для гуляша,8.5,4.1,60.0,331
Приправа Maggi На второе для домашних колбасок по-баварски,8.9,2.7,59.6,306
Приправа Maggi На второе для жюльена из курицы и грибов,2.2,3.2,73.0,334
Приправа Maggi На второе для запеканки из макарон с мясом по-итальянски,5.0,2.7,59.0,283
Приправа Maggi На второе для котлет,10.0,2.6,58.7,299
Приправа Maggi На второе для куриных крылышек барбекю,4.7,8.8,32.8,231
Приправа Maggi На второе для курицы по-французски,4.5,0.6,70.0,307
Приправа Maggi На второе для макарон в сливочно-сырном соусе с курицей и грибами,4.1,2.6,69.0,319
Приправа Maggi На второе для макарон в томатно-мясном соусе Болонез,9.0,3.2,58.0,314
Приправа Maggi На второе для мясного рулета с яйцом и сыром,7.6,2.5,62.4,302
Приправа Maggi На второе для мясных ежиков с рисом и морковью,4.5,3.0,50.3,249
Приправа Maggi На второе для нежной курицы по-итальянски,6.1,32.0,27.0,437
Приправа Maggi На второе для нежной курицы с чесноком и травами,6.3,32.9,23.8,434
Приправа Maggi На второе для пельменей по-уральски,5.5,16.2,57.9,402
Приправа Maggi На второе для плова с курицей,6.0,6.5,39.1,270
Приправа Maggi На второе для постных котлеток из фасоли с соусом,9.9,3.0,6.1,323
Приправа Maggi На второе для сочного жаркого из курицы с овощами,5.5,6.3,44.9,259
Приправа Maggi На второе для сочного мяса с чесночком и луком по-домашнему,1.9,3.9,51.4,255
Приправа Maggi На второе для сочного цыпленка табака,2.5,3.5,63.5,308
Приправа Maggi На второе для сочной курицы с травами,3.7,1.6,50.7,232
Приправа Maggi На второе для сочной курицы с чесноком,4.9,3.9,51.0,277
Приправа Maggi На второе для сочной курочки Карри,4.9,4.9,54.0,293
Приправа Maggi На второе для сочных ребрышек барбекю,5.4,3.7,56.6,298
Приправа Maggi На второе для сочных ребрышек с дымком,2.7,3.2,49.9,239
Приправа Maggi На второе для сочных тефтелек в сливочно-томатном соусе,9.9,3.2,62.0,329
Приправа Maggi На второе для хрустящих наггетсов с соусом тартар,5.3,4.6,68.6,342
Приправа Maggi На второе для чахохбили из курицы,7.8,3.4,50.4,264
Приправа Maggi Подлива домашняя золотистая,4.5,2.2,69.0,315
Приправа Vegeta Natur,4.4,0.9,28.0,152
Приправа Vegeta для говядины,9.4,1.7,27.1,161
Приправа Vegeta для гриля,9.1,1.0,30.8,169
Приправа Vegeta для картофеля,9.0,1.2,29.9,166
Приправа Vegeta для креветок,11.4,1.1,25.7,158
Приправа Vegeta для курицы,8.4,1.2,29.1,161
Приправа Vegeta для макаронных изделий,9.3,0.8,25.4,146
Приправа Vegeta для моркови по-корейски,8.2,1.2,28.5,158
Приправа Vegeta для плова,10.3,1.5,29.5,173
Приправа Vegeta для риса,11.4,0.8,24.8,152
Приправа Vegeta для рыбы,8.1,1.3,30.5,166
Приправа Vegeta для салата,8.8,0.6,29.8,160
Приправа Vegeta для салата с укропом,9.8,1.3,18.0,123
Приправа Vegeta для салата с чесноком,8.8,0.8,25.2,143
Приправа Vegeta для свинины,7.9,0.9,25.3,141
Приправа Vegeta для шашлыка,9.1,1.2,26.8,154
Приправа Vegeta Легкая,6.0,0.4,26.5,134
Приправа Vegeta Пряная,9.3,0.6,24.0,139
Приправа Vegeta Универсальная,8.5,0.6,24.0,137
Приправа Волшебное дерево Перец чесночный,11.0,2.6,43.3,250
Приправа грибная,2.0,2.0,4.0,40
Приправа Дерзкое яблоко,2.5,1.0,60.0,253
Приправа для баранины,2.0,6.0,25.5,144
Приправа для борща,10.3,1.5,29.5,173
Приправа для гуляша,6.0,2.0,25.5,144
Приправа для картофеля,6.0,2.0,25.5,144
Приправа для курицы,8.4,1.2,29.1,161
Приправа для моркови по-корейски,8.2,1.2,28.5,158
Приправа для мяса,6.0,2.0,25.5,144
Приправа для пельменей,6.0,2.0,25.5,144
Приправа для пиццы,10.4,1.5,29.5,173
Приправа для плова,10.3,1.5,29.5,173
Приправа для риса,11.4,0.8,24.8,152
